,variable,experiment,units,frequency,ensemble,model,year,value,total_area
57,rh,ssp245,kg m-2 s-1,mon,r2i1p1f1,IPSL-CM6A-LR,2072,1.3835039e-08,4.2209505e+24
58,rh,ssp245,kg m-2 s-1,mon,r2i1p1f1,IPSL-CM6A-LR,2073,1.3795212e-08,4.2209505e+24
59,rh,ssp245,kg m-2 s-1,mon,r2i1p1f1,IPSL-CM6A-LR,2074,1.3907477e-08,4.2209505e+24
60,rh,ssp245,kg m-2 s-1,mon,r2i1p1f1,IPSL-CM6A-LR,2075,1.3870909e-08,4.2209505e+24
61,rh,ssp245,kg m-2 s-1,mon,r2i1p1f1,IPSL-CM6A-LR,2076,1.3993573e-08,4.2209505e+24
62,rh,ssp245,kg m-2 s-1,mon,r2i1p1f1,IPSL-CM6A-LR,2077,1.37718565e-08,4.2209505e+24
63,rh,ssp245,kg m-2 s-1,mon,r2i1p1f1,IPSL-CM6A-LR,2078,1.3761152e-08,4.2209505e+24
64,rh,ssp245,kg m-2 s-1,mon,r2i1p1f1,IPSL-CM6A-LR,2079,1.3934396e-08,4.2209505e+24
65,rh,ssp245,kg m-2 s-1,mon,r2i1p1f1,IPSL-CM6A-LR,2080,1.3809443e-08,4.2209505e+24
66,rh,ssp245,kg m-2 s-1,mon,r2i1p1f1,IPSL-CM6A-LR,2081,1.3962977e-08,4.2209505e+24
67,rh,ssp245,kg m-2 s-1,mon,r2i1p1f1,IPSL-CM6A-LR,2082,1.3884693e-08,4.2209505e+24
68,rh,ssp245,kg m-2 s-1,mon,r2i1p1f1,IPSL-CM6A-LR,2083,1.4037657e-08,4.2209505e+24
69,rh,ssp245,kg m-2 s-1,mon,r2i1p1f1,IPSL-CM6A-LR,2084,1.413673e-08,4.2209505e+24
70,rh,ssp245,kg m-2 s-1,mon,r2i1p1f1,IPSL-CM6A-LR,2085,1.3921159e-08,4.2209505e+24
71,rh,ssp245,kg m-2 s-1,mon,r2i1p1f1,IPSL-CM6A-LR,2086,1.39932395e-08,4.2209505e+24
72,rh,ssp245,kg m-2 s-1,mon,r2i1p1f1,IPSL-CM6A-LR,2087,1.4112813e-08,4.2209505e+24
73,rh,ssp245,kg m-2 s-1,mon,r2i1p1f1,IPSL-CM6A-LR,2088,1.4008077e-08,4.2209505e+24
74,rh,ssp245,kg m-2 s-1,mon,r2i1p1f1,IPSL-CM6A-LR,2089,1.4009852e-08,4.2209505e+24
75,rh,ssp245,kg m-2 s-1,mon,r2i1p1f1,IPSL-CM6A-LR,2090,1.4025915e-08,4.2209505e+24
76,rh,ssp245,kg m-2 s-1,mon,r2i1p1f1,IPSL-CM6A-LR,2091,1.4114231e-08,4.2209505e+24
77,rh,ssp245,kg m-2 s-1,mon,r2i1p1f1,IPSL-CM6A-LR,2092,1.3935399e-08,4.2209505e+24
78,rh,ssp245,kg m-2 s-1,mon,r2i1p1f1,IPSL-CM6A-LR,2093,1.402336e-08,4.2209505e+24
79,rh,ssp245,kg m-2 s-1,mon,r2i1p1f1,IPSL-CM6A-LR,2094,1.3998558e-08,4.2209505e+24
80,rh,ssp245,kg m-2 s-1,mon,r2i1p1f1,IPSL-CM6A-LR,2095,1.405499e-08,4.2209505e+24
81,rh,ssp245,kg m-2 s-1,mon,r2i1p1f1,IPSL-CM6A-LR,2096,1.4090226e-08,4.2209505e+24
82,rh,ssp245,kg m-2 s-1,mon,r2i1p1f1,IPSL-CM6A-LR,2097,1.38051e-08,4.2209505e+24
83,rh,ssp245,kg m-2 s-1,mon,r2i1p1f1,IPSL-CM6A-LR,2098,1.4070867e-08,4.2209505e+24
84,rh,ssp245,kg m-2 s-1,mon,r2i1p1f1,IPSL-CM6A-LR,2099,1.3903555e-08,4.2209505e+24
85,rh,ssp245,kg m-2 s-1,mon,r2i1p1f1,IPSL-CM6A-LR,2100,1.40715555e-08,4.2209505e+24
