,variable,experiment,units,frequency,ensemble,model,year,value,total_area
30,rh,ssp585,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2045,2.5222057e-08,1.0471339e+25
31,rh,ssp585,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2046,2.544373e-08,1.0471339e+25
32,rh,ssp585,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2047,2.5226223e-08,1.0471339e+25
33,rh,ssp585,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2048,2.5550582e-08,1.0471339e+25
34,rh,ssp585,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2049,2.5801455e-08,1.0471339e+25
35,rh,ssp585,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2050,2.6127756e-08,1.0471339e+25
36,rh,ssp585,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2051,2.6533508e-08,1.0471339e+25
37,rh,ssp585,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2052,2.6496805e-08,1.0471339e+25
38,rh,ssp585,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2053,2.6226525e-08,1.0471339e+25
39,rh,ssp585,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2054,2.6379908e-08,1.0471339e+25
40,rh,ssp585,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2055,2.6848861e-08,1.0471339e+25
41,rh,ssp585,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2056,2.6914691e-08,1.0471339e+25
42,rh,ssp585,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2057,2.7056858e-08,1.0471339e+25
43,rh,ssp585,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2058,2.6843416e-08,1.0471339e+25
44,rh,ssp585,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2059,2.7276895e-08,1.0471339e+25
45,rh,ssp585,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2060,2.7767257e-08,1.0471339e+25
46,rh,ssp585,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2061,2.7493945e-08,1.0471339e+25
47,rh,ssp585,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2062,2.7724974e-08,1.0471339e+25
48,rh,ssp585,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2063,2.8133693e-08,1.0471339e+25
49,rh,ssp585,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2064,2.7974734e-08,1.0471339e+25
50,rh,ssp585,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2065,2.9236084e-08,1.0471339e+25
51,rh,ssp585,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2066,2.8337722e-08,1.0471339e+25
52,rh,ssp585,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2067,2.808388e-08,1.0471339e+25
53,rh,ssp585,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2068,2.9070291e-08,1.0471339e+25
54,rh,ssp585,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2069,2.9009628e-08,1.0471339e+25
55,rh,ssp585,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2070,2.9628353e-08,1.0471339e+25
56,rh,ssp585,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2071,2.997032e-08,1.0471339e+25
57,rh,ssp585,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2072,2.9512291e-08,1.0471339e+25
58,rh,ssp585,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2073,2.9780125e-08,1.0471339e+25
59,rh,ssp585,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2074,3.005279e-08,1.0471339e+25
60,rh,ssp585,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2075,3.031874e-08,1.0471339e+25
61,rh,ssp585,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2076,3.0749597e-08,1.0471339e+25
62,rh,ssp585,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2077,3.0647268e-08,1.0471339e+25
63,rh,ssp585,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2078,3.047538e-08,1.0471339e+25
64,rh,ssp585,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2079,3.0937873e-08,1.0471339e+25
65,rh,ssp585,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2080,3.1270666e-08,1.0471339e+25
66,rh,ssp585,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2081,3.14513e-08,1.0471339e+25
67,rh,ssp585,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2082,3.165881e-08,1.0471339e+25
68,rh,ssp585,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2083,3.1894544e-08,1.0471339e+25
69,rh,ssp585,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2084,3.184512e-08,1.0471339e+25
70,rh,ssp585,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2085,3.2305042e-08,1.0471339e+25
71,rh,ssp585,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2086,3.250098e-08,1.0471339e+25
72,rh,ssp585,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2087,3.2388304e-08,1.0471339e+25
73,rh,ssp585,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2088,3.2529687e-08,1.0471339e+25
74,rh,ssp585,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2089,3.3134807e-08,1.0471339e+25
75,rh,ssp585,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2090,3.303104e-08,1.0471339e+25
76,rh,ssp585,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2091,3.367968e-08,1.0471339e+25
77,rh,ssp585,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2092,3.341788e-08,1.0471339e+25
78,rh,ssp585,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2093,3.3348105e-08,1.0471339e+25
79,rh,ssp585,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2094,3.4130856e-08,1.0471339e+25
80,rh,ssp585,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2095,3.3973755e-08,1.0471339e+25
81,rh,ssp585,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2096,3.341263e-08,1.0471339e+25
82,rh,ssp585,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2097,3.5058747e-08,1.0471339e+25
83,rh,ssp585,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2098,3.4727254e-08,1.0471339e+25
84,rh,ssp585,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2099,3.4453468e-08,1.0471339e+25
85,rh,ssp585,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2100,3.4822268e-08,1.0471339e+25
