,variable,experiment,units,frequency,ensemble,model,year,value,total_area
35,rh,ssp245,kg m-2 s-1,mon,r5i1p1f2,CNRM-ESM2-1,2050,1.0920112e-08,2.6714497e+24
36,rh,ssp245,kg m-2 s-1,mon,r5i1p1f2,CNRM-ESM2-1,2051,1.1363354e-08,2.6714497e+24
37,rh,ssp245,kg m-2 s-1,mon,r5i1p1f2,CNRM-ESM2-1,2052,1.11153e-08,2.6714497e+24
38,rh,ssp245,kg m-2 s-1,mon,r5i1p1f2,CNRM-ESM2-1,2053,1.10064535e-08,2.6714497e+24
39,rh,ssp245,kg m-2 s-1,mon,r5i1p1f2,CNRM-ESM2-1,2054,1.0949759e-08,2.6714497e+24
40,rh,ssp245,kg m-2 s-1,mon,r5i1p1f2,CNRM-ESM2-1,2055,1.1168244e-08,2.6714497e+24
41,rh,ssp245,kg m-2 s-1,mon,r5i1p1f2,CNRM-ESM2-1,2056,1.1466365e-08,2.6714497e+24
42,rh,ssp245,kg m-2 s-1,mon,r5i1p1f2,CNRM-ESM2-1,2057,1.1229705e-08,2.6714497e+24
43,rh,ssp245,kg m-2 s-1,mon,r5i1p1f2,CNRM-ESM2-1,2058,1.1350835e-08,2.6714497e+24
44,rh,ssp245,kg m-2 s-1,mon,r5i1p1f2,CNRM-ESM2-1,2059,1.1421587e-08,2.6714497e+24
45,rh,ssp245,kg m-2 s-1,mon,r5i1p1f2,CNRM-ESM2-1,2060,1.1499601e-08,2.6714497e+24
46,rh,ssp245,kg m-2 s-1,mon,r5i1p1f2,CNRM-ESM2-1,2061,1.1395414e-08,2.6714497e+24
47,rh,ssp245,kg m-2 s-1,mon,r5i1p1f2,CNRM-ESM2-1,2062,1.1417108e-08,2.6714497e+24
48,rh,ssp245,kg m-2 s-1,mon,r5i1p1f2,CNRM-ESM2-1,2063,1.1287234e-08,2.6714497e+24
49,rh,ssp245,kg m-2 s-1,mon,r5i1p1f2,CNRM-ESM2-1,2064,1.1536894e-08,2.6714497e+24
50,rh,ssp245,kg m-2 s-1,mon,r5i1p1f2,CNRM-ESM2-1,2065,1.1258621e-08,2.6714497e+24
51,rh,ssp245,kg m-2 s-1,mon,r5i1p1f2,CNRM-ESM2-1,2066,1.1429194e-08,2.6714497e+24
52,rh,ssp245,kg m-2 s-1,mon,r5i1p1f2,CNRM-ESM2-1,2067,1.1429056e-08,2.6714497e+24
53,rh,ssp245,kg m-2 s-1,mon,r5i1p1f2,CNRM-ESM2-1,2068,1.1483961e-08,2.6714497e+24
54,rh,ssp245,kg m-2 s-1,mon,r5i1p1f2,CNRM-ESM2-1,2069,1.1615856e-08,2.6714497e+24
55,rh,ssp245,kg m-2 s-1,mon,r5i1p1f2,CNRM-ESM2-1,2070,1.1383929e-08,2.6714497e+24
56,rh,ssp245,kg m-2 s-1,mon,r5i1p1f2,CNRM-ESM2-1,2071,1.13554774e-08,2.6714497e+24
57,rh,ssp245,kg m-2 s-1,mon,r5i1p1f2,CNRM-ESM2-1,2072,1.1432821e-08,2.6714497e+24
58,rh,ssp245,kg m-2 s-1,mon,r5i1p1f2,CNRM-ESM2-1,2073,1.1409807e-08,2.6714497e+24
59,rh,ssp245,kg m-2 s-1,mon,r5i1p1f2,CNRM-ESM2-1,2074,1.1288708e-08,2.6714497e+24
60,rh,ssp245,kg m-2 s-1,mon,r5i1p1f2,CNRM-ESM2-1,2075,1.1167983e-08,2.6714497e+24
61,rh,ssp245,kg m-2 s-1,mon,r5i1p1f2,CNRM-ESM2-1,2076,1.1536707e-08,2.6714497e+24
62,rh,ssp245,kg m-2 s-1,mon,r5i1p1f2,CNRM-ESM2-1,2077,1.1661679e-08,2.6714497e+24
63,rh,ssp245,kg m-2 s-1,mon,r5i1p1f2,CNRM-ESM2-1,2078,1.1282463e-08,2.6714497e+24
64,rh,ssp245,kg m-2 s-1,mon,r5i1p1f2,CNRM-ESM2-1,2079,1.1666057e-08,2.6714497e+24
65,rh,ssp245,kg m-2 s-1,mon,r5i1p1f2,CNRM-ESM2-1,2080,1.1719862e-08,2.6714497e+24
66,rh,ssp245,kg m-2 s-1,mon,r5i1p1f2,CNRM-ESM2-1,2081,1.1497253e-08,2.6714497e+24
67,rh,ssp245,kg m-2 s-1,mon,r5i1p1f2,CNRM-ESM2-1,2082,1.1791678e-08,2.6714497e+24
68,rh,ssp245,kg m-2 s-1,mon,r5i1p1f2,CNRM-ESM2-1,2083,1.1698045e-08,2.6714497e+24
69,rh,ssp245,kg m-2 s-1,mon,r5i1p1f2,CNRM-ESM2-1,2084,1.1667951e-08,2.6714497e+24
70,rh,ssp245,kg m-2 s-1,mon,r5i1p1f2,CNRM-ESM2-1,2085,1.1626043e-08,2.6714497e+24
71,rh,ssp245,kg m-2 s-1,mon,r5i1p1f2,CNRM-ESM2-1,2086,1.1607997e-08,2.6714497e+24
72,rh,ssp245,kg m-2 s-1,mon,r5i1p1f2,CNRM-ESM2-1,2087,1.14747065e-08,2.6714497e+24
73,rh,ssp245,kg m-2 s-1,mon,r5i1p1f2,CNRM-ESM2-1,2088,1.20031745e-08,2.6714497e+24
74,rh,ssp245,kg m-2 s-1,mon,r5i1p1f2,CNRM-ESM2-1,2089,1.171286e-08,2.6714497e+24
75,rh,ssp245,kg m-2 s-1,mon,r5i1p1f2,CNRM-ESM2-1,2090,1.1765985e-08,2.6714497e+24
76,rh,ssp245,kg m-2 s-1,mon,r5i1p1f2,CNRM-ESM2-1,2091,1.1484716e-08,2.6714497e+24
77,rh,ssp245,kg m-2 s-1,mon,r5i1p1f2,CNRM-ESM2-1,2092,1.1833932e-08,2.6714497e+24
78,rh,ssp245,kg m-2 s-1,mon,r5i1p1f2,CNRM-ESM2-1,2093,1.1865921e-08,2.6714497e+24
79,rh,ssp245,kg m-2 s-1,mon,r5i1p1f2,CNRM-ESM2-1,2094,1.157986e-08,2.6714497e+24
80,rh,ssp245,kg m-2 s-1,mon,r5i1p1f2,CNRM-ESM2-1,2095,1.18938095e-08,2.6714497e+24
81,rh,ssp245,kg m-2 s-1,mon,r5i1p1f2,CNRM-ESM2-1,2096,1.18862955e-08,2.6714497e+24
82,rh,ssp245,kg m-2 s-1,mon,r5i1p1f2,CNRM-ESM2-1,2097,1.1880224e-08,2.6714497e+24
83,rh,ssp245,kg m-2 s-1,mon,r5i1p1f2,CNRM-ESM2-1,2098,1.2205347e-08,2.6714497e+24
84,rh,ssp245,kg m-2 s-1,mon,r5i1p1f2,CNRM-ESM2-1,2099,1.1829983e-08,2.6714497e+24
85,rh,ssp245,kg m-2 s-1,mon,r5i1p1f2,CNRM-ESM2-1,2100,1.2109506e-08,2.6714497e+24
