,variable,experiment,units,frequency,ensemble,model,year,value,total_area
38,rh,ssp245,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2053,2.4891781e-08,1.0471339e+25
39,rh,ssp245,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2054,2.494505e-08,1.0471339e+25
40,rh,ssp245,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2055,2.4785244e-08,1.0471339e+25
41,rh,ssp245,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2056,2.5236673e-08,1.0471339e+25
42,rh,ssp245,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2057,2.5475074e-08,1.0471339e+25
43,rh,ssp245,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2058,2.5335721e-08,1.0471339e+25
44,rh,ssp245,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2059,2.5123663e-08,1.0471339e+25
45,rh,ssp245,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2060,2.5433353e-08,1.0471339e+25
46,rh,ssp245,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2061,2.5576732e-08,1.0471339e+25
47,rh,ssp245,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2062,2.5981377e-08,1.0471339e+25
48,rh,ssp245,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2063,2.5748458e-08,1.0471339e+25
49,rh,ssp245,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2064,2.6095783e-08,1.0471339e+25
50,rh,ssp245,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2065,2.5846967e-08,1.0471339e+25
51,rh,ssp245,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2066,2.595156e-08,1.0471339e+25
52,rh,ssp245,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2067,2.5984596e-08,1.0471339e+25
53,rh,ssp245,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2068,2.6382992e-08,1.0471339e+25
54,rh,ssp245,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2069,2.6520643e-08,1.0471339e+25
55,rh,ssp245,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2070,2.6724907e-08,1.0471339e+25
56,rh,ssp245,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2071,2.6463285e-08,1.0471339e+25
57,rh,ssp245,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2072,2.6546694e-08,1.0471339e+25
58,rh,ssp245,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2073,2.6839757e-08,1.0471339e+25
59,rh,ssp245,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2074,2.7432977e-08,1.0471339e+25
60,rh,ssp245,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2075,2.647731e-08,1.0471339e+25
61,rh,ssp245,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2076,2.6958082e-08,1.0471339e+25
62,rh,ssp245,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2077,2.7128479e-08,1.0471339e+25
63,rh,ssp245,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2078,2.7397853e-08,1.0471339e+25
64,rh,ssp245,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2079,2.750513e-08,1.0471339e+25
65,rh,ssp245,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2080,2.762485e-08,1.0471339e+25
66,rh,ssp245,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2081,2.761933e-08,1.0471339e+25
67,rh,ssp245,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2082,2.7406893e-08,1.0471339e+25
68,rh,ssp245,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2083,2.7519127e-08,1.0471339e+25
69,rh,ssp245,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2084,2.7764395e-08,1.0471339e+25
70,rh,ssp245,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2085,2.8236682e-08,1.0471339e+25
71,rh,ssp245,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2086,2.783301e-08,1.0471339e+25
72,rh,ssp245,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2087,2.8399214e-08,1.0471339e+25
73,rh,ssp245,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2088,2.7819873e-08,1.0471339e+25
74,rh,ssp245,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2089,2.8463402e-08,1.0471339e+25
75,rh,ssp245,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2090,2.841439e-08,1.0471339e+25
76,rh,ssp245,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2091,2.8277524e-08,1.0471339e+25
77,rh,ssp245,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2092,2.8483562e-08,1.0471339e+25
78,rh,ssp245,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2093,2.8634345e-08,1.0471339e+25
79,rh,ssp245,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2094,2.8423663e-08,1.0471339e+25
80,rh,ssp245,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2095,2.8775114e-08,1.0471339e+25
81,rh,ssp245,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2096,2.8688943e-08,1.0471339e+25
82,rh,ssp245,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2097,2.9205749e-08,1.0471339e+25
83,rh,ssp245,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2098,2.8913826e-08,1.0471339e+25
84,rh,ssp245,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2099,2.8589552e-08,1.0471339e+25
85,rh,ssp245,kg m-2 s-1,mon,r9i1p1f1,CanESM5,2100,2.8808655e-08,1.0471339e+25
