,variable,experiment,units,frequency,ensemble,model,year,value,total_area
71,rh,ssp585,kg m-2 s-1,mon,r3i1p1f1,CanESM5,2086,3.2134793e-08,1.0471339e+25
72,rh,ssp585,kg m-2 s-1,mon,r3i1p1f1,CanESM5,2087,3.2955008e-08,1.0471339e+25
73,rh,ssp585,kg m-2 s-1,mon,r3i1p1f1,CanESM5,2088,3.313128e-08,1.0471339e+25
74,rh,ssp585,kg m-2 s-1,mon,r3i1p1f1,CanESM5,2089,3.2850362e-08,1.0471339e+25
75,rh,ssp585,kg m-2 s-1,mon,r3i1p1f1,CanESM5,2090,3.3377084e-08,1.0471339e+25
76,rh,ssp585,kg m-2 s-1,mon,r3i1p1f1,CanESM5,2091,3.3243847e-08,1.0471339e+25
77,rh,ssp585,kg m-2 s-1,mon,r3i1p1f1,CanESM5,2092,3.3324635e-08,1.0471339e+25
78,rh,ssp585,kg m-2 s-1,mon,r3i1p1f1,CanESM5,2093,3.3660342e-08,1.0471339e+25
79,rh,ssp585,kg m-2 s-1,mon,r3i1p1f1,CanESM5,2094,3.3861728e-08,1.0471339e+25
80,rh,ssp585,kg m-2 s-1,mon,r3i1p1f1,CanESM5,2095,3.4339116e-08,1.0471339e+25
81,rh,ssp585,kg m-2 s-1,mon,r3i1p1f1,CanESM5,2096,3.4229824e-08,1.0471339e+25
82,rh,ssp585,kg m-2 s-1,mon,r3i1p1f1,CanESM5,2097,3.442456e-08,1.0471339e+25
83,rh,ssp585,kg m-2 s-1,mon,r3i1p1f1,CanESM5,2098,3.4664946e-08,1.0471339e+25
84,rh,ssp585,kg m-2 s-1,mon,r3i1p1f1,CanESM5,2099,3.4812064e-08,1.0471339e+25
85,rh,ssp585,kg m-2 s-1,mon,r3i1p1f1,CanESM5,2100,3.5148297e-08,1.0471339e+25
