,variable,experiment,units,frequency,ensemble,model,year,value,total_area
19,rh,ssp585,kg m-2 s-1,mon,r4i1p2f1,CanESM5,2034,2.3526814e-08,1.0471339e+25
20,rh,ssp585,kg m-2 s-1,mon,r4i1p2f1,CanESM5,2035,2.3756838e-08,1.0471339e+25
21,rh,ssp585,kg m-2 s-1,mon,r4i1p2f1,CanESM5,2036,2.3959485e-08,1.0471339e+25
22,rh,ssp585,kg m-2 s-1,mon,r4i1p2f1,CanESM5,2037,2.4155392e-08,1.0471339e+25
23,rh,ssp585,kg m-2 s-1,mon,r4i1p2f1,CanESM5,2038,2.4506027e-08,1.0471339e+25
24,rh,ssp585,kg m-2 s-1,mon,r4i1p2f1,CanESM5,2039,2.4387603e-08,1.0471339e+25
25,rh,ssp585,kg m-2 s-1,mon,r4i1p2f1,CanESM5,2040,2.454766e-08,1.0471339e+25
26,rh,ssp585,kg m-2 s-1,mon,r4i1p2f1,CanESM5,2041,2.448605e-08,1.0471339e+25
27,rh,ssp585,kg m-2 s-1,mon,r4i1p2f1,CanESM5,2042,2.4817487e-08,1.0471339e+25
28,rh,ssp585,kg m-2 s-1,mon,r4i1p2f1,CanESM5,2043,2.5038204e-08,1.0471339e+25
29,rh,ssp585,kg m-2 s-1,mon,r4i1p2f1,CanESM5,2044,2.4851332e-08,1.0471339e+25
30,rh,ssp585,kg m-2 s-1,mon,r4i1p2f1,CanESM5,2045,2.5407973e-08,1.0471339e+25
31,rh,ssp585,kg m-2 s-1,mon,r4i1p2f1,CanESM5,2046,2.5374318e-08,1.0471339e+25
32,rh,ssp585,kg m-2 s-1,mon,r4i1p2f1,CanESM5,2047,2.5647404e-08,1.0471339e+25
33,rh,ssp585,kg m-2 s-1,mon,r4i1p2f1,CanESM5,2048,2.5507122e-08,1.0471339e+25
34,rh,ssp585,kg m-2 s-1,mon,r4i1p2f1,CanESM5,2049,2.580844e-08,1.0471339e+25
35,rh,ssp585,kg m-2 s-1,mon,r4i1p2f1,CanESM5,2050,2.6377421e-08,1.0471339e+25
36,rh,ssp585,kg m-2 s-1,mon,r4i1p2f1,CanESM5,2051,2.6535956e-08,1.0471339e+25
37,rh,ssp585,kg m-2 s-1,mon,r4i1p2f1,CanESM5,2052,2.6322653e-08,1.0471339e+25
38,rh,ssp585,kg m-2 s-1,mon,r4i1p2f1,CanESM5,2053,2.6280757e-08,1.0471339e+25
39,rh,ssp585,kg m-2 s-1,mon,r4i1p2f1,CanESM5,2054,2.6892863e-08,1.0471339e+25
40,rh,ssp585,kg m-2 s-1,mon,r4i1p2f1,CanESM5,2055,2.6753646e-08,1.0471339e+25
41,rh,ssp585,kg m-2 s-1,mon,r4i1p2f1,CanESM5,2056,2.6922939e-08,1.0471339e+25
42,rh,ssp585,kg m-2 s-1,mon,r4i1p2f1,CanESM5,2057,2.7217729e-08,1.0471339e+25
43,rh,ssp585,kg m-2 s-1,mon,r4i1p2f1,CanESM5,2058,2.7292216e-08,1.0471339e+25
44,rh,ssp585,kg m-2 s-1,mon,r4i1p2f1,CanESM5,2059,2.7701857e-08,1.0471339e+25
45,rh,ssp585,kg m-2 s-1,mon,r4i1p2f1,CanESM5,2060,2.734548e-08,1.0471339e+25
46,rh,ssp585,kg m-2 s-1,mon,r4i1p2f1,CanESM5,2061,2.7872678e-08,1.0471339e+25
47,rh,ssp585,kg m-2 s-1,mon,r4i1p2f1,CanESM5,2062,2.8129556e-08,1.0471339e+25
48,rh,ssp585,kg m-2 s-1,mon,r4i1p2f1,CanESM5,2063,2.8063903e-08,1.0471339e+25
49,rh,ssp585,kg m-2 s-1,mon,r4i1p2f1,CanESM5,2064,2.8254389e-08,1.0471339e+25
50,rh,ssp585,kg m-2 s-1,mon,r4i1p2f1,CanESM5,2065,2.804927e-08,1.0471339e+25
51,rh,ssp585,kg m-2 s-1,mon,r4i1p2f1,CanESM5,2066,2.8419564e-08,1.0471339e+25
52,rh,ssp585,kg m-2 s-1,mon,r4i1p2f1,CanESM5,2067,2.8466863e-08,1.0471339e+25
53,rh,ssp585,kg m-2 s-1,mon,r4i1p2f1,CanESM5,2068,2.8897356e-08,1.0471339e+25
54,rh,ssp585,kg m-2 s-1,mon,r4i1p2f1,CanESM5,2069,2.8666344e-08,1.0471339e+25
55,rh,ssp585,kg m-2 s-1,mon,r4i1p2f1,CanESM5,2070,2.9280288e-08,1.0471339e+25
56,rh,ssp585,kg m-2 s-1,mon,r4i1p2f1,CanESM5,2071,2.986014e-08,1.0471339e+25
57,rh,ssp585,kg m-2 s-1,mon,r4i1p2f1,CanESM5,2072,2.9398045e-08,1.0471339e+25
58,rh,ssp585,kg m-2 s-1,mon,r4i1p2f1,CanESM5,2073,2.9322628e-08,1.0471339e+25
59,rh,ssp585,kg m-2 s-1,mon,r4i1p2f1,CanESM5,2074,3.026777e-08,1.0471339e+25
60,rh,ssp585,kg m-2 s-1,mon,r4i1p2f1,CanESM5,2075,3.048087e-08,1.0471339e+25
61,rh,ssp585,kg m-2 s-1,mon,r4i1p2f1,CanESM5,2076,3.023262e-08,1.0471339e+25
62,rh,ssp585,kg m-2 s-1,mon,r4i1p2f1,CanESM5,2077,3.0470776e-08,1.0471339e+25
63,rh,ssp585,kg m-2 s-1,mon,r4i1p2f1,CanESM5,2078,3.071462e-08,1.0471339e+25
64,rh,ssp585,kg m-2 s-1,mon,r4i1p2f1,CanESM5,2079,3.1339045e-08,1.0471339e+25
65,rh,ssp585,kg m-2 s-1,mon,r4i1p2f1,CanESM5,2080,3.1066573e-08,1.0471339e+25
66,rh,ssp585,kg m-2 s-1,mon,r4i1p2f1,CanESM5,2081,3.0914254e-08,1.0471339e+25
67,rh,ssp585,kg m-2 s-1,mon,r4i1p2f1,CanESM5,2082,3.1610853e-08,1.0471339e+25
68,rh,ssp585,kg m-2 s-1,mon,r4i1p2f1,CanESM5,2083,3.2454395e-08,1.0471339e+25
69,rh,ssp585,kg m-2 s-1,mon,r4i1p2f1,CanESM5,2084,3.1968018e-08,1.0471339e+25
70,rh,ssp585,kg m-2 s-1,mon,r4i1p2f1,CanESM5,2085,3.182804e-08,1.0471339e+25
71,rh,ssp585,kg m-2 s-1,mon,r4i1p2f1,CanESM5,2086,3.290967e-08,1.0471339e+25
72,rh,ssp585,kg m-2 s-1,mon,r4i1p2f1,CanESM5,2087,3.264613e-08,1.0471339e+25
73,rh,ssp585,kg m-2 s-1,mon,r4i1p2f1,CanESM5,2088,3.207123e-08,1.0471339e+25
74,rh,ssp585,kg m-2 s-1,mon,r4i1p2f1,CanESM5,2089,3.3118308e-08,1.0471339e+25
75,rh,ssp585,kg m-2 s-1,mon,r4i1p2f1,CanESM5,2090,3.3226282e-08,1.0471339e+25
76,rh,ssp585,kg m-2 s-1,mon,r4i1p2f1,CanESM5,2091,3.3190712e-08,1.0471339e+25
77,rh,ssp585,kg m-2 s-1,mon,r4i1p2f1,CanESM5,2092,3.327724e-08,1.0471339e+25
78,rh,ssp585,kg m-2 s-1,mon,r4i1p2f1,CanESM5,2093,3.3745916e-08,1.0471339e+25
79,rh,ssp585,kg m-2 s-1,mon,r4i1p2f1,CanESM5,2094,3.384404e-08,1.0471339e+25
80,rh,ssp585,kg m-2 s-1,mon,r4i1p2f1,CanESM5,2095,3.431544e-08,1.0471339e+25
81,rh,ssp585,kg m-2 s-1,mon,r4i1p2f1,CanESM5,2096,3.437783e-08,1.0471339e+25
82,rh,ssp585,kg m-2 s-1,mon,r4i1p2f1,CanESM5,2097,3.4543877e-08,1.0471339e+25
83,rh,ssp585,kg m-2 s-1,mon,r4i1p2f1,CanESM5,2098,3.44078e-08,1.0471339e+25
84,rh,ssp585,kg m-2 s-1,mon,r4i1p2f1,CanESM5,2099,3.4621475e-08,1.0471339e+25
85,rh,ssp585,kg m-2 s-1,mon,r4i1p2f1,CanESM5,2100,3.5031682e-08,1.0471339e+25
