"Experiment","Ensemble","Model","Data","Time","Temp"
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",25,281.626037597656
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",26,281.888305664062
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",27,281.854217529297
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",28,281.895263671875
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",29,281.955841064453
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",30,282.043518066406
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",31,282.078247070312
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",32,282.056488037109
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",33,281.997711181641
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",34,282.2294921875
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",35,282.217742919922
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",36,282.095947265625
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",37,282.493469238281
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",38,282.113464355469
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",39,282.245269775391
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",40,282.339904785156
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",41,282.428863525391
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",42,282.435363769531
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",43,282.55224609375
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",44,282.607391357422
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",45,282.571868896484
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",46,282.839233398438
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",47,282.405120849609
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",48,282.557281494141
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",49,282.727447509766
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",50,282.745483398438
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",51,282.776031494141
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",52,282.817596435547
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",53,282.764984130859
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",54,282.989227294922
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",55,283.238739013672
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",56,283.220916748047
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",57,283.097961425781
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",58,283.085144042969
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",59,282.978302001953
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",60,283.241424560547
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",61,283.618804931641
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",62,283.041137695312
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",63,283.279571533203
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",64,283.246612548828
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",65,283.636047363281
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",66,283.762756347656
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",67,283.468414306641
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",68,283.713745117188
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",69,283.893829345703
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",70,283.59375
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",71,283.855255126953
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",72,283.760223388672
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",73,283.8369140625
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",74,283.704071044922
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",75,284.112182617188
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",76,284.330810546875
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",77,284.402435302734
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",78,284.551422119141
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",79,284.176544189453
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",80,284.599395751953
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",81,284.694519042969
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",82,284.504821777344
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",83,284.38232421875
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",84,284.552093505859
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",85,284.747589111328
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",86,284.655120849609
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",87,284.719207763672
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",88,285.011413574219
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",89,285.071990966797
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",90,285.306701660156
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",91,285.019317626953
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",92,285.013153076172
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",93,285.111358642578
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",94,285.308166503906
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",95,285.389984130859
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",96,285.706970214844
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",97,285.445404052734
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",98,285.639129638672
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",99,285.55078125
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",100,285.403350830078
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",101,285.829254150391
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",102,285.740112304688
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",103,285.975189208984
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",104,286.111236572266
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",105,286.040832519531
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",106,286.092529296875
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",107,285.932220458984
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",108,286.296783447266
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",109,286.111572265625
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",110,286.387329101562
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",111,286.290893554688
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",112,286.546112060547
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",113,286.318817138672
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",114,286.540893554688
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",115,286.728546142578
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",116,287.000152587891
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",117,286.631317138672
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",118,286.904022216797
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",119,287.154876708984
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",120,287.02783203125
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",121,287.351959228516
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",122,287.243743896484
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",123,287.219329833984
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",124,287.613922119141
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",125,287.172058105469
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",126,287.238037109375
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",127,287.316284179688
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",128,287.418762207031
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",129,287.813079833984
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",130,287.843322753906
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",131,287.674407958984
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",132,287.957092285156
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",133,287.791442871094
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",134,288.337158203125
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",135,288.180114746094
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",136,288.320953369141
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",137,288.496124267578
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",138,288.277099609375
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",139,288.511962890625
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",140,288.481994628906
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",141,288.522674560547
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",142,288.843170166016
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",143,289.199615478516
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",144,289.090576171875
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",145,289.107635498047
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",146,289.527282714844
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",147,288.798828125
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",148,288.803833007812
"1pctCO2","r1i1p1f1","ACCESS-CM2","Land",149,289.218658447266
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",0,289.534851074219
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",1,289.485443115234
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",2,289.447143554688
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",3,289.538696289062
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",4,289.533416748047
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",5,289.521759033203
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",6,289.50244140625
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",7,289.598236083984
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",8,289.514373779297
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",9,289.570281982422
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",10,289.591278076172
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",11,289.65673828125
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",12,289.571105957031
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",13,289.598724365234
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",14,289.727142333984
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",15,289.805419921875
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",16,289.976593017578
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",17,289.907958984375
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",18,289.826782226562
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",19,289.843536376953
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",20,290.0205078125
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",21,289.976104736328
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",22,289.895843505859
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",23,289.862091064453
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",24,289.732025146484
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",25,289.910766601562
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",26,290.000244140625
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",27,290.010467529297
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",28,290.094177246094
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",29,290.126098632812
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",30,290.068176269531
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",31,290.120269775391
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",32,290.251159667969
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",33,290.121246337891
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",34,290.309112548828
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",35,290.323333740234
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",36,290.247741699219
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",37,290.329681396484
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",38,290.227813720703
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",39,290.320465087891
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",40,290.347839355469
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",41,290.324523925781
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",42,290.490570068359
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",43,290.431213378906
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",44,290.565551757812
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",45,290.535278320312
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",46,290.583374023438
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",47,290.512054443359
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",48,290.526977539062
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",49,290.655120849609
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",50,290.616027832031
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",51,290.655853271484
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",52,290.644989013672
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",53,290.765167236328
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",54,290.830963134766
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",55,290.865997314453
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",56,290.886138916016
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",57,290.805755615234
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",58,290.802764892578
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",59,290.845031738281
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",60,290.926208496094
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",61,291.090515136719
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",62,290.89404296875
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",63,290.995666503906
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",64,291.018951416016
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",65,291.217468261719
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",66,291.247039794922
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",67,291.127838134766
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",68,291.251281738281
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",69,291.330291748047
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",70,291.370574951172
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",71,291.367797851562
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",72,291.333435058594
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",73,291.402526855469
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",74,291.449859619141
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",75,291.599914550781
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",76,291.730346679688
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",77,291.718933105469
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",78,291.812072753906
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",79,291.738159179688
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",80,291.846466064453
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",81,291.893737792969
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",82,291.801452636719
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",83,291.852752685547
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",84,291.888549804688
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",85,291.967742919922
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",86,291.941528320312
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",87,291.982513427734
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",88,292.086669921875
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",89,292.119049072266
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",90,292.197937011719
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",91,292.216613769531
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",92,292.191162109375
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",93,292.280212402344
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",94,292.400177001953
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",95,292.345489501953
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",96,292.445098876953
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",97,292.398284912109
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",98,292.485107421875
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",99,292.514801025391
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",100,292.478881835938
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",101,292.608581542969
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",102,292.561920166016
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",103,292.709533691406
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",104,292.826416015625
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",105,292.847900390625
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",106,292.888427734375
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",107,292.897857666016
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",108,292.909606933594
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",109,292.904479980469
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",110,293.067626953125
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",111,293.054534912109
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",112,293.138519287109
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",113,293.081634521484
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",114,293.261291503906
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",115,293.364959716797
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",116,293.391204833984
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",117,293.30078125
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",118,293.49462890625
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",119,293.560760498047
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",120,293.501800537109
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",121,293.696258544922
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",122,293.6728515625
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",123,293.681396484375
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",124,293.767181396484
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",125,293.647796630859
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",126,293.726165771484
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",127,293.77197265625
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",128,293.798400878906
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",129,293.991851806641
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",130,294.051727294922
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",131,294.027496337891
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",132,294.055053710938
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",133,294.063690185547
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",134,294.231719970703
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",135,294.267059326172
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",136,294.324554443359
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",137,294.308380126953
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",138,294.362030029297
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",139,294.439636230469
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",140,294.48193359375
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",141,294.523040771484
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",142,294.629547119141
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",143,294.776092529297
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",144,294.802978515625
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",145,294.847869873047
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",146,294.907135009766
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",147,294.773803710938
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",148,294.777923583984
"1pctCO2","r1i1p1f1","ACCESS-CM2","Ocean",149,294.879821777344
"1pctCO2","r1i1p1f1","ACCESS-CM2","Global",0,287.067443847656
"1pctCO2","r1i1p1f1","ACCESS-CM2","Global",1,287.038543701172
"1pctCO2","r1i1p1f1","ACCESS-CM2","Global",2,286.980560302734
"1pctCO2","r1i1p1f1","ACCESS-CM2","Global",3,287.083129882812
"1pctCO2","r1i1p1f1","ACCESS-CM2","Global",4,287.113616943359
"1pctCO2","r1i1p1f1","ACCESS-CM2","Global",5,287.007720947266
"1pctCO2","r1i1p1f1","ACCESS-CM2","Global",6,287.047393798828
"1pctCO2","r1i1p1f1","ACCESS-CM2","Global",7,287.161010742188
"1pctCO2","r1i1p1f1","ACCESS-CM2","Global",8,287.049682617188
"1pctCO2","r1i1p1f1","ACCESS-CM2","Global",9,287.06396484375
"1pctCO2","r1i1p1f1","ACCESS-CM2","Global",10,287.164794921875
"1pctCO2","r1i1p1f1","ACCESS-CM2","Global",11,287.208190917969
"1pctCO2","r1i1p1f1","ACCESS-CM2","Global",12,287.061981201172
"1pctCO2","r1i1p1f1","ACCESS-CM2","Global",13,287.142700195312
"1pctCO2","r1i1p1f1","ACCESS-CM2","Global",14,287.24169921875
"1pctCO2","r1i1p1f1","ACCESS-CM2","Global",15,287.30859375
"1pctCO2","r1i1p1f1","ACCESS-CM2","Global",16,287.570648193359
"1pctCO2","r1i1p1f1","ACCESS-CM2","Global",17,287.543304443359
"1pctCO2","r1i1p1f1","ACCESS-CM2","Global",18,287.343963623047
"1pctCO2","r1i1p1f1","ACCESS-CM2","Global",19,287.427307128906
"1pctCO2","r1i1p1f1","ACCESS-CM2","Global",20,287.635955810547
"1pctCO2","r1i1p1f1","ACCESS-CM2","Global",21,287.567199707031
"1pctCO2","r1i1p1f1","ACCESS-CM2","Global",22,287.508941650391
"1pctCO2","r1i1p1f1","ACCESS-CM2","Global",23,287.473510742188
"1pctCO2","r1i1p1f1","ACCESS-CM2","Global",24,287.312805175781
"1pctCO2","r1i1p1f1","ACCESS-CM2","Global",25,287.495178222656
"1pctCO2","r1i1p1f1","ACCESS-CM2","Global",26,287.635009765625
"1pctCO2","r1i1p1f1","ACCESS-CM2","Global",27,287.63232421875
"1pctCO2","r1i1p1f1","ACCESS-CM2","Global",28,287.703582763672
"1pctCO2","r1i1p1f1","ACCESS-CM2","Global",29,287.743865966797
"1pctCO2","r1i1p1f1","ACCESS-CM2","Global",30,287.728393554688
"1pctCO2","r1i1p1f1","ACCESS-CM2","Global",31,287.775451660156
"1pctCO2","r1i1p1f1","ACCESS-CM2","Global",32,287.86181640625
"1pctCO2","r1i1p1f1","ACCESS-CM2","Global",33,287.752624511719
"1pctCO2","r1i1p1f1","ACCESS-CM2","Global",34,287.953308105469
"1pctCO2","r1i1p1f1","ACCESS-CM2","Global",35,287.9599609375
"1pctCO2","r1i1p1f1","ACCESS-CM2","Global",36,287.870880126953
"1pctCO2","r1i1p1f1","ACCESS-CM2","Global",37,288.044860839844
"1pctCO2","r1i1p1f1","ACCESS-CM2","Global",38,287.861907958984
"1pctCO2","r1i1p1f1","ACCESS-CM2","Global",39,287.965942382812
"1pctCO2","r1i1p1f1","ACCESS-CM2","Global",40,288.012939453125
"1pctCO2","r1i1p1f1","ACCESS-CM2","Global",41,288.022369384766
"1pctCO2","r1i1p1f1","ACCESS-CM2","Global",42,288.141906738281
"1pctCO2","r1i1p1f1","ACCESS-CM2","Global",43,288.133911132812
"1pctCO2","r1i1p1f1","ACCESS-CM2","Global",44,288.245178222656
"1pctCO2","r1i1p1f1","ACCESS-CM2","Global",45,288.213348388672
"1pctCO2","r1i1p1f1","ACCESS-CM2","Global",46,288.325378417969
"1pctCO2","r1i1p1f1","ACCESS-CM2","Global",47,288.148284912109
"1pctCO2","r1i1p1f1","ACCESS-CM2","Global",48,288.203247070312
"1pctCO2","r1i1p1f1","ACCESS-CM2","Global",49,288.343627929688
