"Experiment","Ensemble","Model","Data","Time","Temp"
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",5,281.887939453125
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",6,282.140655517578
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",7,281.880737304688
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",8,281.595458984375
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",9,281.978637695312
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",0,289.255187988281
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",1,289.108276367188
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",2,289.003387451172
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",3,289.031707763672
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",4,289.132080078125
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",5,289.405059814453
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",6,289.330200195312
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",7,289.105133056641
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",8,289.207427978516
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",9,289.363403320312
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",0,287.159393310547
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",1,286.965484619141
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",2,286.796813964844
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",3,286.869323730469
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",4,286.89208984375
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",5,287.198577880859
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",6,287.219909667969
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",7,286.984588623047
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",8,286.973114013672
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",9,287.19580078125
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",10,281.774139404297
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",11,281.851745605469
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",12,281.976165771484
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",13,281.980682373047
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",14,281.986328125
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",15,281.985107421875
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",16,282.169555664062
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",17,282.003173828125
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",18,281.785308837891
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",19,281.942932128906
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",10,289.240570068359
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",11,289.274047851562
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",12,289.415435791016
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",13,289.376373291016
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",14,289.338317871094
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",15,289.394317626953
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",16,289.355743408203
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",17,289.251434326172
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",18,289.230621337891
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",19,289.329895019531
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",10,287.048980712891
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",11,287.095428466797
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",12,287.231811523438
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",13,287.20556640625
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",14,287.180328369141
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",15,287.219543457031
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",16,287.246429443359
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",17,287.123901367188
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",18,287.045227050781
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",19,287.161651611328
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",20,282.013702392578
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",21,281.992279052734
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",22,281.937805175781
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",23,281.889129638672
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",24,282.306854248047
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",25,282.397155761719
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",26,282.270385742188
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",27,282.483795166016
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",28,282.434417724609
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",29,282.338195800781
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",20,289.388916015625
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",21,289.375427246094
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",22,289.253265380859
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",23,289.353210449219
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",24,289.488983154297
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",25,289.519012451172
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",26,289.503234863281
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",27,289.598937988281
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",28,289.708923339844
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",29,289.709869384766
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",20,287.224090576172
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",21,287.208282470703
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",22,287.105987548828
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",23,287.162322998047
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",24,287.380859375
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",25,287.428588867188
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",26,287.380218505859
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",27,287.510467529297
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",28,287.573669433594
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",29,287.546081542969
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",30,282.82666015625
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",31,282.339447021484
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",32,282.173187255859
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",33,282.257751464844
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",34,282.045074462891
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",35,282.272247314453
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",36,282.390563964844
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",37,282.952575683594
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",38,282.843597412109
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",39,283.074279785156
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",30,289.670837402344
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",31,289.473907470703
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",32,289.369262695312
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",33,289.351898193359
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",34,289.438934326172
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",35,289.563385009766
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",36,289.635437011719
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",37,289.875946044922
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",38,289.952026367188
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",39,289.900054931641
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",30,287.661895751953
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",31,287.379760742188
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",32,287.257019042969
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",33,287.269592285156
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",34,287.268646240234
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",35,287.423248291016
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",36,287.508880615234
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",37,287.84375
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",38,287.865509033203
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",39,287.896514892578
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",40,282.636688232422
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",41,282.599151611328
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",42,282.636596679688
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",43,282.464752197266
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",44,282.900634765625
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",45,283.065521240234
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",46,282.734832763672
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",47,282.787506103516
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",48,283.267181396484
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",49,282.937347412109
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",40,289.768005371094
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",41,289.778717041016
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",42,289.739715576172
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",43,289.612365722656
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",44,289.832305908203
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",45,289.961669921875
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",46,289.817138671875
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",47,289.872039794922
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",48,289.942779541016
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",49,289.775451660156
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",40,287.6748046875
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",41,287.671325683594
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",42,287.654754638672
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",43,287.514373779297
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",44,287.797698974609
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",45,287.9375
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",46,287.738311767578
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",47,287.792572021484
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",48,287.983337402344
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",49,287.768280029297
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",50,282.835113525391
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",51,282.895751953125
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",52,283.292877197266
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",53,282.934173583984
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",54,283.066375732422
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",55,282.990875244141
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",56,283.168914794922
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",57,282.951080322266
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",58,283.101989746094
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",59,283.108215332031
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",50,289.810974121094
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",51,290.009185791016
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",52,290.063781738281
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",53,289.916107177734
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",54,289.965698242188
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",55,289.981384277344
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",56,290.105804443359
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",57,290.069580078125
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",58,290.027648925781
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",59,289.993682861328
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",50,287.763366699219
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",51,287.921203613281
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",52,288.076354980469
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",53,287.866729736328
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",54,287.940582275391
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",55,287.929504394531
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",56,288.069641113281
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",57,287.980133056641
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",58,287.994812011719
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",59,287.972625732422
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",60,283.478424072266
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",61,283.465270996094
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",62,283.1083984375
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",63,282.720062255859
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",64,282.963989257812
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",65,283.298492431641
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",66,283.541198730469
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",67,283.536041259766
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",68,283.539764404297
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",69,283.305877685547
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",60,290.211486816406
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",61,290.194244384766
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",62,289.859924316406
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",63,289.695220947266
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",64,289.948944091797
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",65,290.109344482422
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",66,290.222381591797
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",67,290.164978027344
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",68,290.049713134766
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",69,290.024658203125
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",60,288.235168457031
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",61,288.219116210938
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",62,287.878173828125
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",63,287.647827148438
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",64,287.898712158203
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",65,288.110198974609
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",66,288.261260986328
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",67,288.21923828125
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",68,288.138885498047
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",69,288.052551269531
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",70,283.381805419922
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",71,283.858947753906
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",72,283.447235107422
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",73,283.759613037109
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",74,283.934265136719
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",75,284.030059814453
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",76,283.940826416016
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",77,284.096710205078
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",78,284.378234863281
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",79,283.834442138672
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",70,290.241851806641
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",71,290.369232177734
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",72,290.265441894531
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",73,290.387115478516
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",74,290.375213623047
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",75,290.334594726562
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",76,290.415557861328
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",77,290.553680419922
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",78,290.610687255859
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",79,290.366027832031
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",70,288.228271484375
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",71,288.458312988281
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",72,288.264129638672
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",73,288.441772460938
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",74,288.484619140625
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",75,288.484069824219
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",76,288.515045166016
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",77,288.658386230469
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",78,288.781311035156
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",79,288.448852539062
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",80,283.911102294922
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",81,283.863037109375
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",82,284.250305175781
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",83,283.819793701172
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",84,283.890563964844
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",85,284.130859375
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",86,284.213836669922
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",87,284.191925048828
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",88,284.380981445312
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",89,284.52197265625
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",80,290.366882324219
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",81,290.527374267578
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",82,290.532867431641
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",83,290.296081542969
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",84,290.403442382812
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",85,290.655578613281
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",86,290.650421142578
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",87,290.60546875
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",88,290.779602050781
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",89,290.793609619141
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",80,288.471954345703
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",81,288.571197509766
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",82,288.688781738281
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",83,288.395111083984
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",84,288.491760253906
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",85,288.740417480469
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",86,288.761138916016
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",87,288.722930908203
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",88,288.901428222656
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",89,288.952728271484
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",90,284.425903320312
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",91,284.714782714844
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",92,284.778106689453
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",93,284.275939941406
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",94,284.142822265625
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",95,284.091918945312
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",96,284.905456542969
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",97,284.734069824219
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",98,284.72021484375
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",99,285.066680908203
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",90,290.724243164062
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",91,290.93603515625
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",92,290.797210693359
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",93,290.450897216797
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",94,290.508178710938
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",95,290.771026611328
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",96,291.021789550781
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",97,290.842254638672
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",98,290.930023193359
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",99,291.089691162109
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",90,288.875518798828
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",91,289.109924316406
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",92,289.030456542969
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",93,288.638397216797
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",94,288.639770507812
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",95,288.810546875
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",96,289.226501464844
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",97,289.049346923828
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",98,289.107269287109
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",99,289.32177734375
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",100,285.198699951172
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",101,285.133636474609
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",102,284.516143798828
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",103,284.502716064453
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",104,284.776733398438
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",105,285.250213623047
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",106,285.178314208984
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",107,285.161437988281
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",108,285.524688720703
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",109,285.278289794922
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",100,291.109924316406
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",101,290.934112548828
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",102,290.692993164062
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",103,290.718231201172
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",104,290.886047363281
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",105,291.270233154297
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",106,291.226379394531
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",107,291.161163330078
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",108,291.312561035156
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",109,291.123352050781
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",100,289.374816894531
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",101,289.231536865234
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",102,288.879943847656
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",103,288.893829345703
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",104,289.092803955078
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",105,289.503204345703
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",106,289.451110839844
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",107,289.400085449219
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",108,289.613647460938
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",109,289.407684326172
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",110,285.007232666016
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",111,285.493927001953
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",112,285.360382080078
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",113,285.336791992188
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",114,285.633178710938
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",115,285.306610107422
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",116,285.445648193359
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",117,285.290954589844
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",118,285.875885009766
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",119,286.007873535156
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",110,291.197662353516
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",111,291.383422851562
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",112,291.285369873047
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",113,291.246002197266
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",114,291.319885253906
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",115,291.295684814453
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",116,291.282745361328
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",117,291.325073242188
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",118,291.559417724609
"1pctCO2","r1i1p1f1","NorESM2-MM","Ocean",119,291.581909179688
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",110,289.380615234375
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",111,289.654693603516
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",112,289.546234130859
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",113,289.511505126953
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",114,289.650695800781
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",115,289.537750244141
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",116,289.569396972656
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",117,289.553894042969
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",118,289.891143798828
"1pctCO2","r1i1p1f1","NorESM2-MM","Global",119,289.94580078125
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",120,286.010650634766
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",121,286.024505615234
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",122,285.765625
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",123,285.712432861328
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",124,285.9951171875
"1pctCO2","r1i1p1f1","NorESM2-MM","Land",125,285.868347167969
