"model","experiment","ensemble","variable","year","value","units"
"CanESM5","esm-hist","r1i1p1f1","rh",2007,79.4658,"Pg/yr"
"CanESM5","esm-hist","r1i1p1f1","rh",2008,79.5206,"Pg/yr"
"CanESM5","esm-hist","r1i1p1f1","rh",2009,80.231,"Pg/yr"
"CanESM5","esm-hist","r1i1p1f1","rh",2010,80.5159,"Pg/yr"
"CanESM5","esm-hist","r1i1p1f1","rh",2011,81.6981,"Pg/yr"
"CanESM5","esm-hist","r1i1p1f1","rh",2012,82.0379,"Pg/yr"
"CanESM5","esm-hist","r1i1p1f1","rh",2013,82.8835,"Pg/yr"
"CanESM5","esm-hist","r1i1p1f1","rh",2014,82.1137,"Pg/yr"
"CanESM5","ssp245","r10i1p1f1","rh",2015,83.131,"Pg/yr"
"CanESM5","ssp245","r10i1p1f1","rh",2016,82.3579,"Pg/yr"
"CanESM5","ssp245","r10i1p1f1","rh",2017,83.1214,"Pg/yr"
"CanESM5","ssp245","r10i1p1f1","rh",2018,84.1592,"Pg/yr"
"CanESM5","ssp245","r10i1p1f1","rh",2019,82.6823,"Pg/yr"
"CanESM5","ssp245","r10i1p1f1","rh",2020,83.146,"Pg/yr"
"CanESM5","ssp245","r10i1p1f1","rh",2021,84.3318,"Pg/yr"
"CanESM5","ssp245","r10i1p1f1","rh",2022,84.5367,"Pg/yr"
"CanESM5","ssp245","r10i1p1f1","rh",2023,85.9612,"Pg/yr"
"CanESM5","ssp245","r10i1p1f1","rh",2024,85.7571,"Pg/yr"
"CanESM5","ssp245","r10i1p1f1","rh",2025,85.7614,"Pg/yr"
"CanESM5","ssp245","r10i1p1f1","rh",2026,86.2149,"Pg/yr"
"CanESM5","ssp245","r10i1p1f1","rh",2027,85.9029,"Pg/yr"
"CanESM5","ssp245","r10i1p1f1","rh",2028,85.7444,"Pg/yr"
"CanESM5","ssp245","r10i1p1f1","rh",2029,86.9739,"Pg/yr"
"CanESM5","ssp245","r10i1p1f1","rh",2030,89.94,"Pg/yr"
"CanESM5","ssp245","r10i1p1f1","rh",2031,87.354,"Pg/yr"
"CanESM5","ssp245","r10i1p1f1","rh",2032,87.0631,"Pg/yr"
"CanESM5","ssp245","r10i1p1f1","rh",2033,87.9158,"Pg/yr"
"CanESM5","ssp245","r10i1p1f1","rh",2034,89.1768,"Pg/yr"
"CanESM5","ssp245","r10i1p1f1","rh",2035,89.3297,"Pg/yr"
"CanESM5","ssp245","r10i1p1f1","rh",2036,89.6621,"Pg/yr"
"CanESM5","ssp245","r10i1p1f1","rh",2037,89.9382,"Pg/yr"
"CanESM5","ssp245","r10i1p1f1","rh",2038,90.2163,"Pg/yr"
"CanESM5","ssp245","r10i1p1f1","rh",2039,90.4983,"Pg/yr"
"CanESM5","ssp245","r10i1p1f1","rh",2040,90.547,"Pg/yr"
"CanESM5","ssp245","r10i1p1f1","rh",2041,91.6969,"Pg/yr"
"CanESM5","ssp245","r10i1p1f1","rh",2042,92.7595,"Pg/yr"
"CanESM5","ssp245","r10i1p1f1","rh",2043,92.1239,"Pg/yr"
"CanESM5","ssp245","r10i1p1f1","rh",2044,92.9136,"Pg/yr"
"CanESM5","ssp245","r10i1p1f1","rh",2045,94.4897,"Pg/yr"
"CanESM5","ssp245","r10i1p1f1","rh",2046,92.0898,"Pg/yr"
"CanESM5","ssp245","r10i1p1f1","rh",2047,94.4029,"Pg/yr"
"CanESM5","ssp245","r10i1p1f1","rh",2048,95.1558,"Pg/yr"
"CanESM5","ssp245","r10i1p1f1","rh",2049,95.1963,"Pg/yr"
"CanESM5","ssp245","r10i1p1f1","rh",2050,94.161,"Pg/yr"
"CanESM5","ssp245","r10i1p1f1","rh",2051,95.1158,"Pg/yr"
"CanESM5","ssp245","r10i1p1f1","rh",2052,95.822,"Pg/yr"
"CanESM5","ssp245","r10i1p1f1","rh",2053,96.4848,"Pg/yr"
"CanESM5","ssp245","r10i1p1f1","rh",2054,97.3994,"Pg/yr"
"CanESM5","ssp245","r10i1p1f1","rh",2055,96.4357,"Pg/yr"
"CanESM5","ssp245","r10i1p1f1","rh",2056,99.3128,"Pg/yr"
"CanESM5","ssp245","r10i1p1f1","rh",2057,99.1845,"Pg/yr"
"CanESM5","ssp245","r10i1p1f1","rh",2058,97.4889,"Pg/yr"
"CanESM5","ssp245","r10i1p1f1","rh",2059,99.1465,"Pg/yr"
"CanESM5","ssp245","r10i1p1f1","rh",2060,99.1302,"Pg/yr"
"CanESM5","ssp245","r10i1p1f1","rh",2061,99.9035,"Pg/yr"
"CanESM5","ssp245","r10i1p1f1","rh",2062,100.7429,"Pg/yr"
"CanESM5","ssp245","r10i1p1f1","rh",2063,99.4047,"Pg/yr"
"CanESM5","ssp245","r10i1p1f1","rh",2064,101.9047,"Pg/yr"
"CanESM5","ssp245","r10i1p1f1","rh",2065,102.2173,"Pg/yr"
"CanESM5","ssp245","r10i1p1f1","rh",2066,101.3407,"Pg/yr"
"CanESM5","ssp245","r10i1p1f1","rh",2067,102.3504,"Pg/yr"
"CanESM5","ssp245","r10i1p1f1","rh",2068,101.5861,"Pg/yr"
"CanESM5","ssp245","r10i1p1f1","rh",2069,103.1426,"Pg/yr"
"CanESM5","ssp245","r10i1p1f1","rh",2070,103.9844,"Pg/yr"
"CanESM5","ssp245","r10i1p1f1","rh",2071,104.0081,"Pg/yr"
"CanESM5","ssp245","r10i1p1f1","rh",2072,104.5755,"Pg/yr"
"CanESM5","ssp245","r10i1p1f1","rh",2073,105.5215,"Pg/yr"
"CanESM5","ssp245","r10i1p1f1","rh",2074,106.5818,"Pg/yr"
"CanESM5","ssp245","r10i1p1f1","rh",2075,106.4447,"Pg/yr"
"CanESM5","ssp245","r10i1p1f1","rh",2076,104.7017,"Pg/yr"
"CanESM5","ssp245","r10i1p1f1","rh",2077,105.656,"Pg/yr"
"CanESM5","ssp245","r10i1p1f1","rh",2078,107.1647,"Pg/yr"
"CanESM5","ssp245","r10i1p1f1","rh",2079,108.309,"Pg/yr"
"CanESM5","ssp245","r10i1p1f1","rh",2080,106.7923,"Pg/yr"
"CanESM5","ssp245","r10i1p1f1","rh",2081,107.5635,"Pg/yr"
"CanESM5","ssp245","r10i1p1f1","rh",2082,108.3691,"Pg/yr"
"CanESM5","ssp245","r10i1p1f1","rh",2083,110.7696,"Pg/yr"
"CanESM5","ssp245","r10i1p1f1","rh",2084,107.8811,"Pg/yr"
"CanESM5","ssp245","r10i1p1f1","rh",2085,109.0853,"Pg/yr"
"CanESM5","ssp245","r10i1p1f1","rh",2086,108.5383,"Pg/yr"
"CanESM5","ssp245","r10i1p1f1","rh",2087,111.1827,"Pg/yr"
"CanESM5","ssp245","r10i1p1f1","rh",2088,109.2815,"Pg/yr"
"CanESM5","ssp245","r10i1p1f1","rh",2089,109.5557,"Pg/yr"
"CanESM5","ssp245","r10i1p1f1","rh",2090,110.6269,"Pg/yr"
"CanESM5","ssp245","r10i1p1f1","rh",2091,110.9114,"Pg/yr"
"CanESM5","ssp245","r10i1p1f1","rh",2092,110.513,"Pg/yr"
"CanESM5","ssp245","r10i1p1f1","rh",2093,110.0703,"Pg/yr"
"CanESM5","ssp245","r10i1p1f1","rh",2094,110.9146,"Pg/yr"
"CanESM5","ssp245","r10i1p1f1","rh",2095,112.4616,"Pg/yr"
"CanESM5","ssp245","r10i1p1f1","rh",2096,111.7845,"Pg/yr"
"CanESM5","ssp245","r10i1p1f1","rh",2097,111.8935,"Pg/yr"
"CanESM5","ssp245","r10i1p1f1","rh",2098,111.4224,"Pg/yr"
"CanESM5","ssp245","r10i1p1f1","rh",2099,111.7225,"Pg/yr"
"CanESM5","ssp245","r10i1p1f1","rh",2100,113.6685,"Pg/yr"
"CanESM5","ssp245","r10i1p2f1","rh",2015,82.3303,"Pg/yr"
"CanESM5","ssp245","r10i1p2f1","rh",2016,82.923,"Pg/yr"
"CanESM5","ssp245","r10i1p2f1","rh",2017,82.4175,"Pg/yr"
"CanESM5","ssp245","r10i1p2f1","rh",2018,83.8446,"Pg/yr"
"CanESM5","ssp245","r10i1p2f1","rh",2019,83.2382,"Pg/yr"
"CanESM5","ssp245","r10i1p2f1","rh",2020,84.5262,"Pg/yr"
"CanESM5","ssp245","r10i1p2f1","rh",2021,85.4494,"Pg/yr"
"CanESM5","ssp245","r10i1p2f1","rh",2022,84.4079,"Pg/yr"
"CanESM5","ssp245","r10i1p2f1","rh",2023,85.451,"Pg/yr"
"CanESM5","ssp245","r10i1p2f1","rh",2024,85.6722,"Pg/yr"
"CanESM5","ssp245","r10i1p2f1","rh",2025,85.3687,"Pg/yr"
"CanESM5","ssp245","r10i1p2f1","rh",2026,86.1988,"Pg/yr"
"CanESM5","ssp245","r10i1p2f1","rh",2027,87.4969,"Pg/yr"
"CanESM5","ssp245","r10i1p2f1","rh",2028,86.8784,"Pg/yr"
"CanESM5","ssp245","r10i1p2f1","rh",2029,85.7017,"Pg/yr"
"CanESM5","ssp245","r10i1p2f1","rh",2030,87.1371,"Pg/yr"
"CanESM5","ssp245","r10i1p2f1","rh",2031,87.9258,"Pg/yr"
"CanESM5","ssp245","r10i1p2f1","rh",2032,89.7712,"Pg/yr"
"CanESM5","ssp245","r10i1p2f1","rh",2033,88.8763,"Pg/yr"
"CanESM5","ssp245","r10i1p2f1","rh",2034,88.8844,"Pg/yr"
"CanESM5","ssp245","r10i1p2f1","rh",2035,88.4714,"Pg/yr"
"CanESM5","ssp245","r10i1p2f1","rh",2036,89.2417,"Pg/yr"
"CanESM5","ssp245","r10i1p2f1","rh",2037,90.144,"Pg/yr"
"CanESM5","ssp245","r10i1p2f1","rh",2038,90.9781,"Pg/yr"
"CanESM5","ssp245","r10i1p2f1","rh",2039,91.5161,"Pg/yr"
"CanESM5","ssp245","r10i1p2f1","rh",2040,90.4768,"Pg/yr"
"CanESM5","ssp245","r10i1p2f1","rh",2041,92.5004,"Pg/yr"
"CanESM5","ssp245","r10i1p2f1","rh",2042,92.6903,"Pg/yr"
"CanESM5","ssp245","r10i1p2f1","rh",2043,91.5762,"Pg/yr"
"CanESM5","ssp245","r10i1p2f1","rh",2044,92.9295,"Pg/yr"
"CanESM5","ssp245","r10i1p2f1","rh",2045,94.1105,"Pg/yr"
"CanESM5","ssp245","r10i1p2f1","rh",2046,93.5849,"Pg/yr"
"CanESM5","ssp245","r10i1p2f1","rh",2047,95.6304,"Pg/yr"
"CanESM5","ssp245","r10i1p2f1","rh",2048,94.871,"Pg/yr"
"CanESM5","ssp245","r10i1p2f1","rh",2049,94.9927,"Pg/yr"
"CanESM5","ssp245","r10i1p2f1","rh",2050,96.403,"Pg/yr"
"CanESM5","ssp245","r10i1p2f1","rh",2051,95.3818,"Pg/yr"
"CanESM5","ssp245","r10i1p2f1","rh",2052,97.1773,"Pg/yr"
"CanESM5","ssp245","r10i1p2f1","rh",2053,99.358,"Pg/yr"
"CanESM5","ssp245","r10i1p2f1","rh",2054,96.779,"Pg/yr"
"CanESM5","ssp245","r10i1p2f1","rh",2055,97.0396,"Pg/yr"
"CanESM5","ssp245","r10i1p2f1","rh",2056,97.9641,"Pg/yr"
"CanESM5","ssp245","r10i1p2f1","rh",2057,98.9644,"Pg/yr"
"CanESM5","ssp245","r10i1p2f1","rh",2058,98.6383,"Pg/yr"
"CanESM5","ssp245","r10i1p2f1","rh",2059,99.5007,"Pg/yr"
"CanESM5","ssp245","r10i1p2f1","rh",2060,99.7492,"Pg/yr"
"CanESM5","ssp245","r10i1p2f1","rh",2061,99.1114,"Pg/yr"
"CanESM5","ssp245","r10i1p2f1","rh",2062,100.7399,"Pg/yr"
"CanESM5","ssp245","r10i1p2f1","rh",2063,98.7191,"Pg/yr"
"CanESM5","ssp245","r10i1p2f1","rh",2064,102.232,"Pg/yr"
"CanESM5","ssp245","r10i1p2f1","rh",2065,101.1795,"Pg/yr"
"CanESM5","ssp245","r10i1p2f1","rh",2066,101.6484,"Pg/yr"
"CanESM5","ssp245","r10i1p2f1","rh",2067,102.6666,"Pg/yr"
"CanESM5","ssp245","r10i1p2f1","rh",2068,103.6755,"Pg/yr"
"CanESM5","ssp245","r10i1p2f1","rh",2069,103.4646,"Pg/yr"
"CanESM5","ssp245","r10i1p2f1","rh",2070,104.1516,"Pg/yr"
"CanESM5","ssp245","r10i1p2f1","rh",2071,103.7761,"Pg/yr"
"CanESM5","ssp245","r10i1p2f1","rh",2072,103.3683,"Pg/yr"
"CanESM5","ssp245","r10i1p2f1","rh",2073,105.2994,"Pg/yr"
"CanESM5","ssp245","r10i1p2f1","rh",2074,103.4067,"Pg/yr"
"CanESM5","ssp245","r10i1p2f1","rh",2075,105.4088,"Pg/yr"
"CanESM5","ssp245","r10i1p2f1","rh",2076,105.1857,"Pg/yr"
"CanESM5","ssp245","r10i1p2f1","rh",2077,105.3057,"Pg/yr"
"CanESM5","ssp245","r10i1p2f1","rh",2078,108.8547,"Pg/yr"
"CanESM5","ssp245","r10i1p2f1","rh",2079,107.6008,"Pg/yr"
"CanESM5","ssp245","r10i1p2f1","rh",2080,106.6501,"Pg/yr"
"CanESM5","ssp245","r10i1p2f1","rh",2081,106.7214,"Pg/yr"
"CanESM5","ssp245","r10i1p2f1","rh",2082,109.4377,"Pg/yr"
"CanESM5","ssp245","r10i1p2f1","rh",2083,107.7226,"Pg/yr"
"CanESM5","ssp245","r10i1p2f1","rh",2084,108.4585,"Pg/yr"
"CanESM5","ssp245","r10i1p2f1","rh",2085,107.8493,"Pg/yr"
"CanESM5","ssp245","r10i1p2f1","rh",2086,108.9469,"Pg/yr"
"CanESM5","ssp245","r10i1p2f1","rh",2087,109.4669,"Pg/yr"
"CanESM5","ssp245","r10i1p2f1","rh",2088,109.3696,"Pg/yr"
"CanESM5","ssp245","r10i1p2f1","rh",2089,109.9428,"Pg/yr"
"CanESM5","ssp245","r10i1p2f1","rh",2090,112.2724,"Pg/yr"
"CanESM5","ssp245","r10i1p2f1","rh",2091,110.8947,"Pg/yr"
"CanESM5","ssp245","r10i1p2f1","rh",2092,109.6595,"Pg/yr"
"CanESM5","ssp245","r10i1p2f1","rh",2093,110.4298,"Pg/yr"
"CanESM5","ssp245","r10i1p2f1","rh",2094,111.2617,"Pg/yr"
"CanESM5","ssp245","r10i1p2f1","rh",2095,113.0348,"Pg/yr"
"CanESM5","ssp245","r10i1p2f1","rh",2096,111.836,"Pg/yr"
"CanESM5","ssp245","r10i1p2f1","rh",2097,110.8784,"Pg/yr"
"CanESM5","ssp245","r10i1p2f1","rh",2098,111.9736,"Pg/yr"
"CanESM5","ssp245","r10i1p2f1","rh",2099,112.886,"Pg/yr"
"CanESM5","ssp245","r10i1p2f1","rh",2100,113.7032,"Pg/yr"
