"Ensemble_Model","Data","Time","Temp"
"1pctCO2_r1i1p1f1_ACCESS-CM2","Land",10340701.25,284.552093505859
"1pctCO2_r1i1p1f1_ACCESS-CM2","Land",10350701.25,284.747589111328
"1pctCO2_r1i1p1f1_ACCESS-CM2","Land",10360701.25,284.655120849609
"1pctCO2_r1i1p1f1_ACCESS-CM2","Land",10370701.25,284.719207763672
"1pctCO2_r1i1p1f1_ACCESS-CM2","Land",10380701.25,285.011413574219
"1pctCO2_r1i1p1f1_ACCESS-CM2","Land",10390701.25,285.071990966797
"1pctCO2_r1i1p1f1_ACCESS-CM2","Land",10400701.25,285.306701660156
"1pctCO2_r1i1p1f1_ACCESS-CM2","Land",10410701.25,285.019317626953
"1pctCO2_r1i1p1f1_ACCESS-CM2","Land",10420701.25,285.013153076172
"1pctCO2_r1i1p1f1_ACCESS-CM2","Land",10430701.25,285.111358642578
"1pctCO2_r1i1p1f1_ACCESS-CM2","Land",10440701.25,285.308166503906
"1pctCO2_r1i1p1f1_ACCESS-CM2","Land",10450701.25,285.389984130859
"1pctCO2_r1i1p1f1_ACCESS-CM2","Land",10460701.25,285.706970214844
"1pctCO2_r1i1p1f1_ACCESS-CM2","Land",10470701.25,285.445404052734
"1pctCO2_r1i1p1f1_ACCESS-CM2","Land",10480701.25,285.639129638672
"1pctCO2_r1i1p1f1_ACCESS-CM2","Land",10490701.25,285.55078125
"1pctCO2_r1i1p1f1_ACCESS-CM2","Land",10500701.25,285.403350830078
"1pctCO2_r1i1p1f1_ACCESS-CM2","Land",10510701.25,285.829254150391
"1pctCO2_r1i1p1f1_ACCESS-CM2","Land",10520701.25,285.740112304688
"1pctCO2_r1i1p1f1_ACCESS-CM2","Land",10530701.25,285.975189208984
"1pctCO2_r1i1p1f1_ACCESS-CM2","Land",10540701.25,286.111236572266
"1pctCO2_r1i1p1f1_ACCESS-CM2","Land",10550701.25,286.040832519531
"1pctCO2_r1i1p1f1_ACCESS-CM2","Land",10560701.25,286.092529296875
"1pctCO2_r1i1p1f1_ACCESS-CM2","Land",10570701.25,285.932220458984
"1pctCO2_r1i1p1f1_ACCESS-CM2","Land",10580701.25,286.296783447266
"1pctCO2_r1i1p1f1_ACCESS-CM2","Land",10590701.25,286.111572265625
"1pctCO2_r1i1p1f1_ACCESS-CM2","Land",10600701.25,286.387329101562
"1pctCO2_r1i1p1f1_ACCESS-CM2","Land",10610701.25,286.290893554688
"1pctCO2_r1i1p1f1_ACCESS-CM2","Land",10620701.25,286.546112060547
"1pctCO2_r1i1p1f1_ACCESS-CM2","Land",10630701.25,286.318817138672
"1pctCO2_r1i1p1f1_ACCESS-CM2","Land",10640701.25,286.540893554688
"1pctCO2_r1i1p1f1_ACCESS-CM2","Land",10650701.25,286.728546142578
"1pctCO2_r1i1p1f1_ACCESS-CM2","Land",10660701.25,287.000152587891
"1pctCO2_r1i1p1f1_ACCESS-CM2","Land",10670701.25,286.631317138672
"1pctCO2_r1i1p1f1_ACCESS-CM2","Land",10680701.25,286.904022216797
"1pctCO2_r1i1p1f1_ACCESS-CM2","Land",10690701.25,287.154876708984
"1pctCO2_r1i1p1f1_ACCESS-CM2","Land",10700701.25,287.02783203125
"1pctCO2_r1i1p1f1_ACCESS-CM2","Land",10710701.25,287.351959228516
"1pctCO2_r1i1p1f1_ACCESS-CM2","Land",10720701.25,287.243743896484
"1pctCO2_r1i1p1f1_ACCESS-CM2","Land",10730701.25,287.219329833984
"1pctCO2_r1i1p1f1_ACCESS-CM2","Land",10740701.25,287.613922119141
"1pctCO2_r1i1p1f1_ACCESS-CM2","Land",10750701.25,287.172058105469
"1pctCO2_r1i1p1f1_ACCESS-CM2","Land",10760701.25,287.238037109375
"1pctCO2_r1i1p1f1_ACCESS-CM2","Land",10770701.25,287.316284179688
"1pctCO2_r1i1p1f1_ACCESS-CM2","Land",10780701.25,287.418762207031
"1pctCO2_r1i1p1f1_ACCESS-CM2","Land",10790701.25,287.813079833984
"1pctCO2_r1i1p1f1_ACCESS-CM2","Land",10800701.25,287.843322753906
"1pctCO2_r1i1p1f1_ACCESS-CM2","Land",10810701.25,287.674407958984
"1pctCO2_r1i1p1f1_ACCESS-CM2","Land",10820701.25,287.957092285156
"1pctCO2_r1i1p1f1_ACCESS-CM2","Land",10830701.25,287.791442871094
"1pctCO2_r1i1p1f1_ACCESS-CM2","Land",10840701.25,288.337158203125
"1pctCO2_r1i1p1f1_ACCESS-CM2","Land",10850701.25,288.180114746094
"1pctCO2_r1i1p1f1_ACCESS-CM2","Land",10860701.25,288.320953369141
"1pctCO2_r1i1p1f1_ACCESS-CM2","Land",10870701.25,288.496124267578
"1pctCO2_r1i1p1f1_ACCESS-CM2","Land",10880701.25,288.277099609375
"1pctCO2_r1i1p1f1_ACCESS-CM2","Land",10890701.25,288.511962890625
"1pctCO2_r1i1p1f1_ACCESS-CM2","Land",10900701.25,288.481994628906
"1pctCO2_r1i1p1f1_ACCESS-CM2","Land",10910701.25,288.522674560547
"1pctCO2_r1i1p1f1_ACCESS-CM2","Land",10920701.25,288.843170166016
"1pctCO2_r1i1p1f1_ACCESS-CM2","Land",10930701.25,289.199615478516
"1pctCO2_r1i1p1f1_ACCESS-CM2","Land",10940701.25,289.090576171875
"1pctCO2_r1i1p1f1_ACCESS-CM2","Land",10950701.25,289.107635498047
"1pctCO2_r1i1p1f1_ACCESS-CM2","Land",10960701.25,289.527282714844
"1pctCO2_r1i1p1f1_ACCESS-CM2","Land",10970701.25,288.798828125
"1pctCO2_r1i1p1f1_ACCESS-CM2","Land",10980701.25,288.803833007812
"1pctCO2_r1i1p1f1_ACCESS-CM2","Land",10990701.25,289.218658447266
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",9500701.25,289.534851074219
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",9510701.25,289.485443115234
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",9520701.25,289.447143554688
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",9530701.25,289.538696289062
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",9540701.25,289.533416748047
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",9550701.25,289.521759033203
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",9560701.25,289.50244140625
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",9570701.25,289.598236083984
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",9580701.25,289.514373779297
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",9590701.25,289.570281982422
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",9600701.25,289.591278076172
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",9610701.25,289.65673828125
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",9620701.25,289.571105957031
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",9630701.25,289.598724365234
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",9640701.25,289.727142333984
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",9650701.25,289.805419921875
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",9660701.25,289.976593017578
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",9670701.25,289.907958984375
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",9680701.25,289.826782226562
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",9690701.25,289.843536376953
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",9700701.25,290.0205078125
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",9710701.25,289.976104736328
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",9720701.25,289.895843505859
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",9730701.25,289.862091064453
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",9740701.25,289.732025146484
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",9750701.25,289.910766601562
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",9760701.25,290.000244140625
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",9770701.25,290.010467529297
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",9780701.25,290.094177246094
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",9790701.25,290.126098632812
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",9800701.25,290.068176269531
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",9810701.25,290.120269775391
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",9820701.25,290.251159667969
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",9830701.25,290.121246337891
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",9840701.25,290.309112548828
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",9850701.25,290.323333740234
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",9860701.25,290.247741699219
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",9870701.25,290.329681396484
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",9880701.25,290.227813720703
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",9890701.25,290.320465087891
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",9900701.25,290.347839355469
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",9910701.25,290.324523925781
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",9920701.25,290.490570068359
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",9930701.25,290.431213378906
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",9940701.25,290.565551757812
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",9950701.25,290.535278320312
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",9960701.25,290.583374023438
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",9970701.25,290.512054443359
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",9980701.25,290.526977539062
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",9990701.25,290.655120849609
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",10000701.25,290.616027832031
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",10010701.25,290.655853271484
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",10020701.25,290.644989013672
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",10030701.25,290.765167236328
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",10040701.25,290.830963134766
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",10050701.25,290.865997314453
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",10060701.25,290.886138916016
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",10070701.25,290.805755615234
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",10080701.25,290.802764892578
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",10090701.25,290.845031738281
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",10100701.25,290.926208496094
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",10110701.25,291.090515136719
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",10120701.25,290.89404296875
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",10130701.25,290.995666503906
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",10140701.25,291.018951416016
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",10150701.25,291.217468261719
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",10160701.25,291.247039794922
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",10170701.25,291.127838134766
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",10180701.25,291.251281738281
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",10190701.25,291.330291748047
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",10200701.25,291.370574951172
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",10210701.25,291.367797851562
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",10220701.25,291.333435058594
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",10230701.25,291.402526855469
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",10240701.25,291.449859619141
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",10250701.25,291.599914550781
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",10260701.25,291.730346679688
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",10270701.25,291.718933105469
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",10280701.25,291.812072753906
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",10290701.25,291.738159179688
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",10300701.25,291.846466064453
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",10310701.25,291.893737792969
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",10320701.25,291.801452636719
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",10330701.25,291.852752685547
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",10340701.25,291.888549804688
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",10350701.25,291.967742919922
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",10360701.25,291.941528320312
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",10370701.25,291.982513427734
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",10380701.25,292.086669921875
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",10390701.25,292.119049072266
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",10400701.25,292.197937011719
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",10410701.25,292.216613769531
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",10420701.25,292.191162109375
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",10430701.25,292.280212402344
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",10440701.25,292.400177001953
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",10450701.25,292.345489501953
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",10460701.25,292.445098876953
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",10470701.25,292.398284912109
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",10480701.25,292.485107421875
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",10490701.25,292.514801025391
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",10500701.25,292.478881835938
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",10510701.25,292.608581542969
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",10520701.25,292.561920166016
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",10530701.25,292.709533691406
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",10540701.25,292.826416015625
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",10550701.25,292.847900390625
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",10560701.25,292.888427734375
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",10570701.25,292.897857666016
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",10580701.25,292.909606933594
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",10590701.25,292.904479980469
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",10600701.25,293.067626953125
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",10610701.25,293.054534912109
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",10620701.25,293.138519287109
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",10630701.25,293.081634521484
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",10640701.25,293.261291503906
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",10650701.25,293.364959716797
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",10660701.25,293.391204833984
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",10670701.25,293.30078125
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",10680701.25,293.49462890625
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",10690701.25,293.560760498047
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",10700701.25,293.501800537109
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",10710701.25,293.696258544922
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",10720701.25,293.6728515625
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",10730701.25,293.681396484375
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",10740701.25,293.767181396484
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",10750701.25,293.647796630859
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",10760701.25,293.726165771484
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",10770701.25,293.77197265625
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",10780701.25,293.798400878906
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",10790701.25,293.991851806641
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",10800701.25,294.051727294922
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",10810701.25,294.027496337891
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",10820701.25,294.055053710938
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",10830701.25,294.063690185547
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",10840701.25,294.231719970703
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",10850701.25,294.267059326172
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",10860701.25,294.324554443359
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",10870701.25,294.308380126953
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",10880701.25,294.362030029297
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",10890701.25,294.439636230469
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",10900701.25,294.48193359375
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",10910701.25,294.523040771484
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",10920701.25,294.629547119141
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",10930701.25,294.776092529297
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",10940701.25,294.802978515625
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",10950701.25,294.847869873047
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",10960701.25,294.907135009766
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",10970701.25,294.773803710938
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",10980701.25,294.777923583984
"1pctCO2_r1i1p1f1_ACCESS-CM2","Ocean",10990701.25,294.879821777344
"1pctCO2_r1i1p1f1_ACCESS-CM2","Global",9500701.25,287.067443847656
"1pctCO2_r1i1p1f1_ACCESS-CM2","Global",9510701.25,287.038543701172
"1pctCO2_r1i1p1f1_ACCESS-CM2","Global",9520701.25,286.980560302734
"1pctCO2_r1i1p1f1_ACCESS-CM2","Global",9530701.25,287.083129882812
"1pctCO2_r1i1p1f1_ACCESS-CM2","Global",9540701.25,287.113616943359
"1pctCO2_r1i1p1f1_ACCESS-CM2","Global",9550701.25,287.007720947266
"1pctCO2_r1i1p1f1_ACCESS-CM2","Global",9560701.25,287.047393798828
"1pctCO2_r1i1p1f1_ACCESS-CM2","Global",9570701.25,287.161010742188
"1pctCO2_r1i1p1f1_ACCESS-CM2","Global",9580701.25,287.049682617188
"1pctCO2_r1i1p1f1_ACCESS-CM2","Global",9590701.25,287.06396484375
"1pctCO2_r1i1p1f1_ACCESS-CM2","Global",9600701.25,287.164794921875
"1pctCO2_r1i1p1f1_ACCESS-CM2","Global",9610701.25,287.208190917969
"1pctCO2_r1i1p1f1_ACCESS-CM2","Global",9620701.25,287.061981201172
"1pctCO2_r1i1p1f1_ACCESS-CM2","Global",9630701.25,287.142700195312
"1pctCO2_r1i1p1f1_ACCESS-CM2","Global",9640701.25,287.24169921875
"1pctCO2_r1i1p1f1_ACCESS-CM2","Global",9650701.25,287.30859375
"1pctCO2_r1i1p1f1_ACCESS-CM2","Global",9660701.25,287.570648193359
